ac130_fco_onevehiclemoving,,voiceovers/US/AC130/ac130_fco_1_10_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ONEVEHICLEMOVING110,,,,,radio,nowetlevel,,0.1
ac130_fco_armedpersonnelchurch,,voiceovers/US/AC130/ac130_fco_1_12_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ARMEDPERSONNELCHURCH112,,,,,radio,nowetlevel,,0.1
ac130_fco_cleartoengage,,voiceovers/US/AC130/ac130_fco_1_14_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_CLEARTOENGAGE114,,,,,radio,nowetlevel,,0.1
ac130_fco_civilianvehicles,,voiceovers/US/AC130/ac130_fco_2_1_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_CIVILIANVEHICLES21,,,,,radio,nowetlevel,,0.1
ac130_fco_alttransport,,voiceovers/US/AC130/ac130_fco_2_2_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ALTTRANSPORT22,,,,,radio,nowetlevel,,0.1
ac130_fco_nahscared,,voiceovers/US/AC130/ac130_fco_2_4_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_NAHSCARED24,,,,,radio,nowetlevel,,0.1
ac130_fco_seebeacons,,voiceovers/US/AC130/ac130_fco_2_6_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_SEEBEACONS26,,,,,radio,nowetlevel,,0.1
ac130_fco_donoengage,,voiceovers/US/AC130/ac130_fco_2_8_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_DONOENGAGE28,,,,,radio,nowetlevel,,0.1
ac130_fco_watchstrobe,,voiceovers/US/AC130/ac130_fco_2_10_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_WATCHSTROBE210,,,,,radio,nowetlevel,,0.1
ac130_fco_whichcurved,,voiceovers/US/AC130/ac130_fco_3_3_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_WHICHCURVED33,,,,,radio,nowetlevel,,0.1
ac130_fco_confirmyousee,,voiceovers/US/AC130/ac130_fco_3_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_CONFIRMYOUSEE35,,,,,radio,nowetlevel,,0.1
ac130_fco_rogerthat,,voiceovers/US/AC130/ac130_fco_3_9_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ROGERTHAT39,,,,,radio,nowetlevel,,0.1
ac130_fco_howfar,,voiceovers/US/AC130/ac130_fco_3_11_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_HOWFAR311,,,,,radio,nowetlevel,,0.1
ac130_fco_partiallyconcealed,,voiceovers/US/AC130/ac130_fco_4_2_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_PARTIALLYCONCEALED42,,,,,radio,nowetlevel,,0.1
ac130_fco_requestpermission,,voiceovers/US/AC130/ac130_fco_4_3_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_REQUESTPERMISSION43,,,,,radio,nowetlevel,,0.1
ac130_fco_takeout,,voiceovers/US/AC130/ac130_fco_4_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_TAKEOUT45,,,,,radio,nowetlevel,,0.1
ac130_fco_smallgroups,,voiceovers/US/AC130/ac130_fco_4_6_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_SMALLGROUPS46,,,,,radio,nowetlevel,,0.1
ac130_fco_smoketrails,,voiceovers/US/AC130/ac130_fco_4_10_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_SMOKETRAILS410,,,,,radio,nowetlevel,,0.1
ac130_fco_ushaped,,voiceovers/US/AC130/ac130_fco_5_2_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_USHAPED52,,,,,radio,nowetlevel,,0.1
ac130_fco_outofbarn,,voiceovers/US/AC130/ac130_fco_5_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_OUTOFBARN55,,,,,radio,nowetlevel,,0.1
ac130_fco_flashingstrobe,,voiceovers/US/AC130/ac130_fco_6_2_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_FLASHINGSTROBE62,,,,,radio,nowetlevel,,0.1
ac130_fco_smokeem,,voiceovers/US/AC130/ac130_fco_6_4_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_SMOKEEM64,,,,,radio,nowetlevel,,0.1
ac130_fco_gointotown,,voiceovers/US/AC130/ac130_fco_6_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GOINTOTOWN65,,,,,radio,nowetlevel,,0.1
ac130_fco_firingtoclose,1,voiceovers/US/AC130/ac130_fco_6_6.3_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_FIRINGTOCLOSE663,,,,,radio,nowetlevel,,0.1
ac130_fco_firingtoclose,2,voiceovers/US/AC130/ac130_fco_6_6.4_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_FIRINGTOCLOSE664,,,,,radio,nowetlevel,,0.1
ac130_fco_firingtoclose,3,voiceovers/US/AC130/ac130_fco_6_6.5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_FIRINGTOCLOSE665,,,,,radio,nowetlevel,,0.1
ac130_fco_friendliesentering,,voiceovers/US/AC130/ac130_fco_7_1_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_FRIENDLIESENTERING71,,,,,radio,nowetlevel,,0.1
ac130_fco_highlightreel,,voiceovers/US/AC130/ac130_fco_7_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_HIGHLIGHTREEL75,,,,,radio,nowetlevel,,0.1
ac130_fco_nice,,voiceovers/US/AC130/ac130_fco_9_8_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_NICE98,,,,,radio,nowetlevel,,0.1
ac130_fco_oopsiedaisy,,voiceovers/US/AC130/ac130_fco_9_10_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_OOPSIEDAISY910,,,,,radio,nowetlevel,,0.1
ac130_fco_moreenemy,,voiceovers/US/AC130/ac130_fco_10_10_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_MOREENEMY1010,,,,,radio,nowetlevel,,0.1
ac130_fco_getthatguy,,voiceovers/US/AC130/ac130_fco_10_11_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GETTHATGUY1011,,,,,radio,nowetlevel,,0.1
ac130_fco_guymovin,,voiceovers/US/AC130/ac130_fco_10_12_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GUYMOVIN1012,,,,,radio,nowetlevel,,0.1
ac130_fco_getperson,,voiceovers/US/AC130/ac130_fco_10_13_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GETPERSON1013,,,,,radio,nowetlevel,,0.1
ac130_fco_movingagain,,voiceovers/US/AC130/ac130_fco_10_14_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_MOVINGAGAIN1014,,,,,radio,nowetlevel,,0.1
ac130_fco_guyrunnin,,voiceovers/US/AC130/ac130_fco_10_15_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GUYRUNNIN1015,,,,,radio,nowetlevel,,0.1
ac130_fco_gotarunner,,voiceovers/US/AC130/ac130_fco_10_16_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GOTARUNNER1016,,,,,radio,nowetlevel,,0.1
ac130_fco_backonthose,,voiceovers/US/AC130/ac130_fco_10_17_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_BACKONTHOSE1017,,,,,radio,nowetlevel,,0.1
ac130_fco_youcanrun,,voiceovers/US/AC130/ac130_fco_10_18_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_YOUCANRUN1018,,,,,radio,nowetlevel,,0.1
ac130_fco_gonnagethim,,voiceovers/US/AC130/ac130_fco_10_19_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GONNAGETHIM1019,,,,,radio,nowetlevel,,0.1
ac130_fco_personnelthere,,voiceovers/US/AC130/ac130_fco_10_20_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_PERSONNELTHERE1020,,,,,radio,nowetlevel,,0.1
ac130_fco_nailthoseguys,,voiceovers/US/AC130/ac130_fco_10_21_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_NAILTHOSEGUYS1021,,,,,radio,nowetlevel,,0.1
ac130_fco_clearedtoengage,,voiceovers/US/AC130/ac130_fco_10_23_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_CLEAREDTOENGAGE1023,,,,,radio,nowetlevel,,0.1
ac130_fco_lightemup,,voiceovers/US/AC130/ac130_fco_10_24_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_LIGHTEMUP1024,,,,,radio,nowetlevel,,0.1
ac130_fco_dietired,,voiceovers/US/AC130/ac130_fco_11_2_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_DIETIRED112,,,,,radio,nowetlevel,,0.1
ac130_fco_runthisfast,,voiceovers/US/AC130/ac130_fco_12_1_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_RUNTHISFAST121,,,,,radio,nowetlevel,,0.1
ac130_fco_doveonground,,voiceovers/US/AC130/ac130_fco_13_3_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_DOVEONGROUND133,,,,,radio,nowetlevel,,0.1
ac130_fco_knockedwind,,voiceovers/US/AC130/ac130_fco_13_4_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_KNOCKEDWIND134,,,,,radio,nowetlevel,,0.1
ac130_fco_downstillmoving,,voiceovers/US/AC130/ac130_fco_13_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_DOWNSTILLMOVING135,,,,,radio,nowetlevel,,0.1
ac130_fco_gettinbackup,,voiceovers/US/AC130/ac130_fco_13_6_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GETTINBACKUP136,,,,,radio,nowetlevel,,0.1
ac130_fco_yepstillmoving,,voiceovers/US/AC130/ac130_fco_13_7_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_YEPSTILLMOVING137,,,,,radio,nowetlevel,,0.1
ac130_fco_stillmoving,,voiceovers/US/AC130/ac130_fco_13_8_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_STILLMOVING138,,,,,radio,nowetlevel,,0.1
ac130_fco_movingvehicle,,voiceovers/US/AC130/ac130_fco_14_6_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_MOVINGVEHICLE146,,,,,radio,nowetlevel,,0.1
ac130_fco_vehicleonmove,,voiceovers/US/AC130/ac130_fco_14_7_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_VEHICLEONMOVE147,,,,,radio,nowetlevel,,0.1
ac130_fco_getvehicle,,voiceovers/US/AC130/ac130_fco_14_9_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GETVEHICLE149,,,,,radio,nowetlevel,,0.1
ac130_fco_takehimout,,voiceovers/US/AC130/ac130_fco_15_2_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_TAKEHIMOUT152,,,,,radio,nowetlevel,,0.1
ac130_fco_iseepieces,,voiceovers/US/AC130/ac130_fco_16_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ISEEPIECES165,,,,,radio,nowetlevel,,0.1
ac130_fco_kaboom,,voiceovers/US/AC130/ac130_fco_16_6_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_KABOOM166,,,,,radio,nowetlevel,,0.1
ac130_fco_fulltank,,voiceovers/US/AC130/ac130_fco_16_7_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_FULLTANK167,,,,,radio,nowetlevel,,0.1
ac130_fco_confirmed,,voiceovers/US/AC130/ac130_fco_16_8_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_CONFIRMED168,,,,,radio,nowetlevel,,0.1
ac130_fco_copy4,,voiceovers/US/AC130/ac130_fco_17_1_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_COPY4171,,,,,radio,nowetlevel,,0.1
ac130_fco_rogerthat2,,voiceovers/US/AC130/ac130_fco_17_6_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ROGERTHAT2176,,,,,radio,nowetlevel,,0.1
ac130_fco_gothim,,voiceovers/US/AC130/ac130_fco_18_7_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GOTHIM187,,,,,radio,nowetlevel,,0.1
ac130_fco_directhits,,voiceovers/US/AC130/ac130_fco_18_8_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_DIRECTHITS188,,,,,radio,nowetlevel,,0.1
ac130_fco_within2feet,,voiceovers/US/AC130/ac130_fco_18_9_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_WITHIN2FEET189,,,,,radio,nowetlevel,,0.1
ac130_fco_okyougothim,,voiceovers/US/AC130/ac130_fco_18_11_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_OKYOUGOTHIM1811,,,,,radio,nowetlevel,,0.1
ac130_fco_goodkill,,voiceovers/US/AC130/ac130_fco_18_12_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GOODKILL1812,,,,,radio,nowetlevel,,0.1
ac130_fco_yougothim,,voiceovers/US/AC130/ac130_fco_18_13_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_YOUGOTHIM1813,,,,,radio,nowetlevel,,0.1
ac130_fco_thatsahit,,voiceovers/US/AC130/ac130_fco_18_14_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_THATSAHIT1814,,,,,radio,nowetlevel,,0.1
ac130_fco_directhit,,voiceovers/US/AC130/ac130_fco_18_15_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_DIRECTHIT1815,,,,,radio,nowetlevel,,0.1
ac130_fco_rightontarget,,voiceovers/US/AC130/ac130_fco_18_16_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_RIGHTONTARGET1816,,,,,radio,nowetlevel,,0.1
ac130_fco_yougothim2,,voiceovers/US/AC130/ac130_fco_18_18_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_YOUGOTHIM21818,,,,,radio,nowetlevel,,0.1
ac130_fco_guybycar,,voiceovers/US/AC130/ac130_fco_19_3_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GUYBYCAR193,,,,,radio,nowetlevel,,0.1
ac130_fco_guybytruck,,voiceovers/US/AC130/ac130_fco_19_4_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_GUYBYTRUCK194,,,,,radio,nowetlevel,,0.1
ac130_fco_enemyneartruck,,voiceovers/US/AC130/ac130_fco_19_5_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ENEMYNEARTRUCK195,,,,,radio,nowetlevel,,0.1
ac130_fco_headinforditch,,voiceovers/US/AC130/ac130_fco_19_7_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_HEADINFORDITCH197,,,,,radio,nowetlevel,,0.1
ac130_fco_crossingfield,,voiceovers/US/AC130/ac130_fco_19_9_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_CROSSINGFIELD199,,,,,radio,nowetlevel,,0.1
ac130_fco_enemyonroad,,voiceovers/US/AC130/ac130_fco_19_10_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_ENEMYONROAD1910,,,,,radio,nowetlevel,,0.1
ac130_fco_outofchurch,,voiceovers/US/AC130/ac130_fco_19_12_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_OUTOFCHURCH1912,,,,,radio,nowetlevel,,0.1
ac130_fco_nailbybuilding1,,voiceovers/US/AC130/ac130_fco_19_14_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_NAILBYBUILDING11914,,,,,radio,nowetlevel,,0.1
ac130_fco_rightthere,,voiceovers/US/AC130/ac130_fco_20_8_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_RIGHTTHERE208,,,,,radio,nowetlevel,,0.1
ac130_fco_tracking,,voiceovers/US/AC130/ac130_fco_20_9_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_TRACKING209,,,,,radio,nowetlevel,,0.1
ac130_fco_holduplook,,voiceovers/US/AC130/ac130_fco_21_1_R.wav,0.95,0.95,,,360,6000,announcer,streamed,,,master,ac130,SUBTITLE_AC130_FCO_HOLDUPLOOK211,,,,,radio,nowetlevel,,0.1
