index,type,type,name,usage(KB),total(KB)
46,  xanim,xanim,corner_left_stand_aimstraight2alert,7.1,7.1
47,  xanim,xanim,corner_left_stand_alert2aimright,7.2,7.2
48,  xanim,xanim,corner_left_stand_aimright2alert,8.4,8.4
49,  xanim,xanim,corner_left_stand_alert2aimleft,8.7,8.7
50,  xanim,xanim,corner_left_stand_aimleft2alert,11.2,11.2
51,  xanim,xanim,corner_left_stand_alert2aimbehind,8.7,8.7
52,  xanim,xanim,corner_left_stand_aimbehind2alert,5.0,5.0
53,  xanim,xanim,corner_right_crouch_look2alert,6.8,6.8
54,  xanim,xanim,corner_right_crouch_alertlookidle,5.3,5.3
55,  xanim,xanim,corner_right_crouch_alert2look,3.0,3.0
56,  xanim,xanim,corner_right_crouch_behind2right,8.8,8.8
57,  xanim,xanim,corner_right_crouch_right2behind,4.6,4.6
58,  xanim,xanim,corner_right_crouch_right2straight,2.4,2.4
59,  xanim,xanim,corner_right_crouch_straight2right,1.5,1.5
60,  xanim,xanim,corner_right_crouch_straight2left,2.5,2.5
61,  xanim,xanim,corner_right_crouch_left2straight,5.9,5.9
62,  xanim,xanim,corner_right_crouch_aimbehind2alert,3.5,3.5
63,  xanim,xanim,corner_right_crouch_alert2aimbehind,1.4,1.4
64,  xanim,xanim,corner_right_crouch_aimright2alert,15.0,15.0
65,  xanim,xanim,corner_right_crouch_alert2aimright,10.0,10.0
66,  xanim,xanim,corner_right_crouch_aimleft2alert,15.5,15.5
67,  xanim,xanim,corner_right_crouch_alert2aimleft,8.7,8.7
68,  xanim,xanim,corner_right_crouch_aimstraight2alert,11.7,11.7
69,  xanim,xanim,corner_right_crouch_alert2aimstraight,14.4,14.4
70,  xanim,xanim,corner_right_stand_alertlookidle,9.3,9.3
71,  xanim,xanim,corner_right_stand_look2alert,7.0,7.0
72,  xanim,xanim,corner_right_stand_alert2look,7.9,7.9
73,  xanim,xanim,corner_right_stand_behind2right,5.3,5.3
74,  xanim,xanim,corner_right_stand_right2behind,5.4,5.4
75,  xanim,xanim,corner_right_stand_right2straight,4.9,4.9
76,  xanim,xanim,corner_right_stand_straight2right,3.5,3.5
77,  xanim,xanim,corner_right_stand_straight2left,2.9,2.9
78,  xanim,xanim,corner_right_stand_left2straight,1.5,1.5
79,  xanim,xanim,corner_right_stand_alert2aimstraight,13.4,13.4
80,  xanim,xanim,corner_right_stand_aimstraight2alert,7.1,7.1
81,  xanim,xanim,corner_right_stand_alert2aimright,8.6,8.6
82,  xanim,xanim,corner_right_stand_aimright2alert,11.3,11.3
83,  xanim,xanim,corner_right_stand_alert2aimleft,6.9,6.9
84,  xanim,xanim,corner_right_stand_aimleft2alert,8.4,8.4
85,  xanim,xanim,corner_right_stand_alert2aimbehind,8.2,8.2
86,  xanim,xanim,corner_right_stand_aimbehind2alert,7.1,7.1
87,  xanim,xanim,corner_right_stand_aim_45right,10.9,10.9
88,  xanim,xanim,corner_right_stand_aim_45left,17.7,17.7
89,  xanim,xanim,melee_1,43.2,43.2
90,  xanim,xanim,run_2_melee_charge,11.8,11.8
91,  xanim,xanim,stand_2_melee_1,10.5,10.5
92,  xanim,xanim,ladder_climbup,9.5,9.5
93,  xanim,xanim,ladder_climboff,13.5,13.5
94,  xanim,xanim,jump_down_56,12.6,12.6
95,  xanim,xanim,jump_down_96,12.7,12.7
96,  xanim,xanim,jump_over_low_wall,18.2,18.2
97,  xanim,xanim,jump_over_high_wall,24.5,24.5
98,  xanim,xanim,jump_across_72,12.8,12.8
99,  xanim,xanim,prone_painb_holdhead,23.7,23.7
100,  xanim,xanim,prone_paina_holdchest,32.3,32.3
101,  xanim,xanim,reload_prone_rifle,15.7,15.7
102,  xanim,xanim,prone2crouchrun_straight,22.9,22.9
103,  xanim,xanim,prone2crouch_straight,29.1,29.1
104,  xanim,xanim,stand2prone_onehand,21.6,21.6
105,  xanim,xanim,crouch2prone_gunsupport,14.7,14.7
106,  xanim,xanim,prone_turn_left,11.2,11.2
107,  xanim,xanim,prone_turn_right,11.7,11.7
108,  xanim,xanim,prone_aim2crawl,4.1,4.1
109,  xanim,xanim,prone_shoot_auto_straight,5.3,5.3
110,  xanim,xanim,prone_shoot_straight,5.9,5.9
111,  xanim,xanim,prone_shoot_right,4.8,4.8
112,  xanim,xanim,prone_shoot_auto_right,4.8,4.8
113,  xanim,xanim,prone_shoot_left,4.6,4.6
114,  xanim,xanim,prone_shoot_auto_left,5.0,5.0
115,  xanim,xanim,prone_aim_idle,1.3,1.3
116,  xanim,xanim,prone_crawl2aim,7.0,7.0
117,  xanim,xanim,prone_crawl,51.0,51.0
118,  xanim,xanim,reload_stand_rifle,15.1,15.1
119,  xanim,xanim,crouchrun2prone_right,24.9,24.9
120,  xanim,xanim,crouchrun2prone_left,26.3,26.3
121,  xanim,xanim,crouchrun2prone_straight,24.7,24.7
122,  xanim,xanim,crouch_shoot_run_right,7.5,7.5
123,  xanim,xanim,crouch_shoot_run_left,7.5,7.5
124,  xanim,xanim,crouch_shoot_run_back,7.2,7.2
125,  xanim,xanim,crouch_shoot_run_forward,7.0,7.0
126,  xanim,xanim,stand_shoot_run_right,8.1,8.1
127,  xanim,xanim,stand_shoot_run_left,6.8,6.8
128,  xanim,xanim,stand_shoot_run_back,8.6,8.6
129,  xanim,xanim,stand_shoot_run_forward,8.7,8.7
130,  xanim,xanim,patrolwalk_bounce,13.4,13.4
131,  xanim,xanim,patrolwalk_swagger,14.7,14.7
132,  xanim,xanim,patrolwalk_tired,15.6,15.6
133,  xanim,xanim,wounded_run_forward1,6.5,6.5
134,  xanim,xanim,precombatrun1,28.1,28.1
135,  xanim,xanim,pistol_crouch2crouchrun_forward,9.4,9.4
136,  xanim,xanim,crouch2crouchrun_right,11.2,11.2
137,  xanim,xanim,crouch2crouchrun_left,10.4,10.4
138,  xanim,xanim,crouch2crouchrun_back,10.8,10.8
139,  xanim,xanim,crouch2crouchrun_forward,9.6,9.6
140,  xanim,xanim,crouch2crouchwalk_straight,8.1,8.1
141,  xanim,xanim,stand2crouch_attack,11.5,11.5
142,  xanim,xanim,crouch_grenade_return_throw,21.3,21.3
143,  xanim,xanim,crouch_grenade_throw,33.9,33.9
144,  xanim,xanim,stand_grenade_return_throw,21.6,21.6
145,  xanim,xanim,stand_grenade_throw,38.9,38.9
146,  xanim,xanim,stand_alertb_shuffle_forward,7.7,7.7
147,  xanim,xanim,stand_alerta_shuffle_forward,7.7,7.7
148,  xanim,xanim,patrolstand_idle,3.9,3.9
149,  xanim,xanim,patrolstand_look,9.7,9.7
150,  xanim,xanim,patrolstand_twitch,19.1,19.1
151,  xanim,xanim,unarmed_crouch_twitch1,15.9,15.9
152,  xanim,xanim,unarmed_crouch_idle1,6.4,6.4
153,  xanim,xanim,crouch2stand,12.2,12.2
154,  xanim,xanim,pistol_crouchaimstraight2stand,10.1,10.1
155,  xanim,xanim,pistol_crouchaim_idle,2.9,2.9
156,  xanim,xanim,crouch_aim_down,5.0,5.0
157,  xanim,xanim,crouch_aim_up,3.7,3.7
158,  xanim,xanim,crouch_aim_straight,2.7,2.7
159,  xanim,xanim,pistol_standaim_idle,2.0,2.0
160,  xanim,xanim,stand_aim_down,5.3,5.3
161,  xanim,xanim,stand_aim_up,3.7,3.7
162,  xanim,xanim,stand_aim_straight,4.7,4.7
163,  xanim,xanim,crouch_shoot_auto_down,5.9,5.9
164,  xanim,xanim,crouch_shoot_auto_up,5.7,5.7
165,  xanim,xanim,crouch_shoot_auto_straight,5.8,5.8
166,  xanim,xanim,crouch_shoot_down,5.0,5.0
167,  xanim,xanim,crouch_shoot_up,4.4,4.4
168,  xanim,xanim,crouch_shoot_straight,4.7,4.7
169,  xanim,xanim,stand_shoot_auto_down,5.9,5.9
170,  xanim,xanim,stand_shoot_auto_up,6.0,6.0
171,  xanim,xanim,stand_shoot_auto_straight,5.6,5.6
172,  xanim,xanim,stand_shoot_down,5.0,5.0
173,  xanim,xanim,stand_shoot_up,5.2,5.2
174,  xanim,xanim,stand_shoot_straight,4.2,4.2
175,  xanim,xanim,dying_pistol_shoot_right2,5.8,5.8
176,  xanim,xanim,dying_pistol_shoot_right1,4.7,4.7
177,  xanim,xanim,dying_pistol_aim_right,3.2,3.2
178,  xanim,xanim,dying_pistol_shoot_left2,5.7,5.7
179,  xanim,xanim,dying_pistol_shoot_left1,4.6,4.6
180,  xanim,xanim,dying_pistol_aim_left,3.1,3.1
181,  xanim,xanim,dying_pistol_shoot_straight2,5.7,5.7
182,  xanim,xanim,dying_pistol_shoot_straight1,4.6,4.6
183,  xanim,xanim,dying_pistol_aim_straight,3.6,3.6
184,  xanim,xanim,dying_pistol_death,9.7,9.7
185,  xanim,xanim,wounded_crawl2bellycrawl,15.2,15.2
186,  xanim,xanim,wounded_bellycrawl_death,14.1,14.1
187,  xanim,xanim,wounded_bellycrawl_forward,17.2,17.2
188,  xanim,xanim,crawl_death_front,7.4,7.4
189,  xanim,xanim,combat_run_fast_pistol,9.6,9.6
190,  xanim,xanim,generic_talker_allies,12.4,12.4
191,  xanim,xanim,generic_talker_axis,12.4,12.4
192,  xanim,xanim,cornercrr_alert_idle,27.3,27.3
193,  xanim,xanim,cornercrr_alert_twitch_v1,23.8,23.8
194,  xanim,xanim,cornercrr_alert_twitch_v2,37.0,37.0
195,  xanim,xanim,cornercrr_alert_twitch_v3,35.4,35.4
196,  xanim,xanim,cornercrr_trans_alert_2_a,21.2,21.2
197,  xanim,xanim,cornercrr_trans_alert_2_b,27.7,27.7
198,  xanim,xanim,cornercrr_trans_a_2_alert,16.2,16.2
199,  xanim,xanim,cornercrr_trans_a_2_b,25.3,25.3
200,  xanim,xanim,cornercrr_trans_b_2_alert,30.3,30.3
201,  xanim,xanim,cornercrr_trans_b_2_a,23.6,23.6
202,  xanim,xanim,cornercrr_look_idle,6.7,6.7
203,  xanim,xanim,cornercrr_reloada,29.2,29.2
204,  xanim,xanim,cornercrr_reloadb,24.5,24.5
205,  xanim,xanim,cornercrr_reload_b_2_alert,34.5,34.5
206,  xanim,xanim,cornercrr_grenadea,48.1,48.1
207,  xanim,xanim,cornercrr_alert_2_look,13.8,13.8
208,  xanim,xanim,cornercrr_look_2_alert,14.8,14.8
209,  xanim,xanim,cornercrr_look_2_alert_fast,14.8,14.8
210,  xanim,xanim,cornercrr_alert_2_stand,25.6,25.6
211,  xanim,xanim,cornercrr_stand_2_alert,22.4,22.4
212,  xanim,xanim,corner_standr_trans_b_2_alert,22.4,22.4
213,  xanim,xanim,corner_standr_trans_b_2_alert_v2,22.8,22.8
214,  xanim,xanim,corner_standr_trans_b_2_alert_v3,21.0,21.0
215,  xanim,xanim,corner_standr_trans_b_2_a,18.3,18.3
216,  xanim,xanim,corner_standr_trans_b_2_a_v2,17.9,17.9
217,  xanim,xanim,corner_standr_trans_alert_2_b,19.6,19.6
218,  xanim,xanim,corner_standr_trans_alert_2_b_v2,15.8,15.8
219,  xanim,xanim,corner_standr_trans_alert_2_b_v3,20.5,20.5
220,  xanim,xanim,corner_standr_trans_alert_2_a,11.7,11.7
221,  xanim,xanim,corner_standr_trans_alert_2_a_v2,18.4,18.4
222,  xanim,xanim,corner_standr_trans_a_2_b,18.3,18.3
223,  xanim,xanim,corner_standr_trans_a_2_b_v2,19.2,19.2
224,  xanim,xanim,corner_standr_trans_a_2_alert,18.8,18.8
225,  xanim,xanim,corner_standr_trans_a_2_alert_v2,17.9,17.9
226,  xanim,xanim,corner_standr_reload_v2,9.2,9.2
227,  xanim,xanim,corner_standr_reload_v1,27.7,27.7
228,  xanim,xanim,corner_standr_reload_b_2_alert,41.8,41.8
229,  xanim,xanim,corner_standr_look,5.8,5.8
230,  xanim,xanim,corner_standr_grenade_b,53.9,53.9
231,  xanim,xanim,corner_standr_alert_idle,13.4,13.4
232,  xanim,xanim,corner_standr_look_idle,5.3,5.3
233,  xanim,xanim,corner_standr_look_2_alert_fast,24.9,24.9
234,  xanim,xanim,corner_standr_look_2_alert,18.5,18.5
235,  xanim,xanim,corner_standr_alert_2_look,14.2,14.2
236,  xanim,xanim,corner_standr_blindfire_v1,36.0,36.0
237,  xanim,xanim,corner_standr_blindfire_v2,34.2,34.2
238,  xanim,xanim,corner_standr_rambo_dive_v1,88.7,88.7
239,  xanim,xanim,corner_standr_rambo_dive_v2,71.1,71.1
240,  xanim,xanim,corner_standr_rambo_jam,66.8,66.8
241,  xanim,xanim,corner_standr_rambo_short,36.5,36.5
242,  xanim,xanim,corner_standr_rambo_med,68.2,68.2
243,  xanim,xanim,corner_standr_pain,22.5,22.5
244,  xanim,xanim,corner_standr_painb,24.7,24.7
245,  xanim,xanim,corner_standr_painc,24.7,24.7
246,  xanim,xanim,corner_standr_deatha,49.1,49.1
247,  xanim,xanim,corner_standr_deathb,43.6,43.6
248,  xanim,xanim,corner_standr_flinch,24.9,24.9
249,  xanim,xanim,corner_standr_flinchb,35.5,35.5
250,  xanim,xanim,cornercrl_look_fast,30.0,30.0
251,  xanim,xanim,cornercrl_alert_idle,5.4,5.4
252,  xanim,xanim,cornercrl_trans_alert_2_a,27.4,27.4
253,  xanim,xanim,cornercrl_trans_alert_2_b,28.7,28.7
254,  xanim,xanim,cornercrl_trans_a_2_alert,27.9,27.9
255,  xanim,xanim,cornercrl_trans_a_2_b,22.8,22.8
256,  xanim,xanim,cornercrl_trans_b_2_alert,26.3,26.3
257,  xanim,xanim,cornercrl_trans_b_2_a,21.2,21.2
258,  xanim,xanim,cornercrl_reloada,33.6,33.6
259,  xanim,xanim,cornercrl_reloadb,31.9,31.9
260,  xanim,xanim,cornercrl_grenadea,42.9,42.9
261,  xanim,xanim,cornercrl_grenadeb,61.0,61.0
262,  xanim,xanim,cornercrl_alert_2_stand,18.9,18.9
263,  xanim,xanim,cornercrl_stand_2_alert,18.1,18.1
264,  xanim,xanim,corner_standl_trans_b_2_alert,15.6,15.6
265,  xanim,xanim,corner_standl_trans_b_2_alert_v2,19.1,19.1
266,  xanim,xanim,corner_standl_trans_b_2_a,14.8,14.8
267,  xanim,xanim,corner_standl_trans_b_2_a_v2,16.6,16.6
268,  xanim,xanim,corner_standl_trans_alert_2_b,17.8,17.8
269,  xanim,xanim,corner_standl_trans_alert_2_b_v2,18.8,18.8
270,  xanim,xanim,corner_standl_trans_alert_2_a,14.8,14.8
271,  xanim,xanim,corner_standl_trans_alert_2_a_v2,14.0,14.0
272,  xanim,xanim,corner_standl_trans_alert_2_a_v3,15.6,15.6
273,  xanim,xanim,corner_standl_trans_a_2_b,16.5,16.5
274,  xanim,xanim,corner_standl_trans_a_2_b_v2,15.4,15.4
275,  xanim,xanim,corner_standl_trans_a_2_alert,14.4,14.4
276,  xanim,xanim,corner_standl_trans_a_2_alert_v2,16.4,16.4
277,  xanim,xanim,corner_standl_reload_v2,17.9,17.9
278,  xanim,xanim,corner_standl_reload_v1,28.0,28.0
279,  xanim,xanim,corner_standl_reload_b_2_alert,36.8,36.8
280,  xanim,xanim,corner_standl_look,15.4,15.4
281,  xanim,xanim,corner_standl_grenade_b,69.2,69.2
282,  xanim,xanim,corner_standl_alert_idle,8.7,8.7
283,  xanim,xanim,corner_standl_look_idle,3.3,3.3
284,  xanim,xanim,corner_standl_look_2_alert_fast_v1,26.8,26.8
285,  xanim,xanim,corner_standl_look_2_alert,11.8,11.8
286,  xanim,xanim,corner_standl_alert_2_look,14.0,14.0
287,  xanim,xanim,corner_standl_blindfire_v1,70.7,70.7
288,  xanim,xanim,corner_standl_blindfire_v2,71.5,71.5
289,  xanim,xanim,corner_standl_rambo_jam,79.0,79.0
290,  xanim,xanim,corner_standl_rambo_set,64.9,64.9
291,  xanim,xanim,corner_standl_pain,30.1,30.1
292,  xanim,xanim,corner_standl_painb,23.3,23.3
293,  xanim,xanim,corner_standl_painc,44.0,44.0
294,  xanim,xanim,corner_standl_paind,39.6,39.6
295,  xanim,xanim,corner_standl_paine,39.7,39.7
296,  xanim,xanim,corner_standl_deatha,34.0,34.0
297,  xanim,xanim,corner_standl_deathb,34.0,34.0
298,  xanim,xanim,corner_standl_flinch,28.6,28.6
299,  xanim,xanim,exposed_crouch_reload,35.4,35.4
300,  xanim,xanim,exposed_reload,29.6,29.6
301,  xanim,xanim,exposed_crouch_turn_right,25.2,25.2
302,  xanim,xanim,exposed_crouch_turn_left,23.8,23.8
303,  xanim,xanim,exposed_tracking_turn45r,14.0,14.0
304,  xanim,xanim,exposed_tracking_turn90r,11.4,11.4
305,  xanim,xanim,exposed_tracking_turn135r,12.4,12.4
306,  xanim,xanim,exposed_tracking_turn45l,10.4,10.4
307,  xanim,xanim,exposed_tracking_turn90l,12.8,12.8
308,  xanim,xanim,exposed_tracking_turn135l,13.7,13.7
309,  xanim,xanim,exposed_tracking_turn180l,16.0,16.0
310,  xanim,xanim,exposed_crouch_aim_8,1.3,1.3
311,  xanim,xanim,exposed_crouch_aim_2,1.4,1.4
312,  xanim,xanim,exposed_crouch_aim_6,1.3,1.3
313,  xanim,xanim,exposed_crouch_aim_4,1.3,1.3
314,  xanim,xanim,exposed_crouch_aim_5,1.7,1.7
315,  xanim,xanim,exposed_aim_5,1.7,1.7
316,  xanim,xanim,exposed_crouch_2_stand,22.9,22.9
317,  xanim,xanim,exposed_stand_2_crouch,22.9,22.9
318,  xanim,xanim,exposed_aim_8,1.3,1.3
319,  xanim,xanim,exposed_aim_2,1.3,1.3
320,  xanim,xanim,exposed_aim_6,1.2,1.2
321,  xanim,xanim,exposed_aim_4,1.3,1.3
322,  xanim,xanim,exposed_grenadethrowb,68.0,68.0
323,  xanim,xanim,exposed_shoot_burst6,7.9,7.9
324,  xanim,xanim,exposed_shoot_burst5,7.4,7.4
325,  xanim,xanim,exposed_shoot_burst4,7.1,7.1
326,  xanim,xanim,exposed_shoot_burst3,6.2,6.2
327,  xanim,xanim,exposed_idle_alert_v3,6.6,6.6
328,  xanim,xanim,exposed_idle_alert_v2,7.9,7.9
329,  xanim,xanim,exposed_turn_aim_8,1.3,1.3
330,  xanim,xanim,exposed_turn_aim_2,1.0,1.0
331,  xanim,xanim,exposed_turn_aim_6,1.0,1.0
332,  xanim,xanim,standunarmed_idle_loop,12.8,12.8
333,  xanim,xanim,corner_standl_grenade_a,105.7,105.7
334,  xanim,xanim,corner_standr_grenade_a,69.3,69.3
335,  xanim,xanim,exposed_grenadethrowc,55.9,55.9
336,  xanim,xanim,exposed_reloadb,52.3,52.3
337,  xanim,xanim,exposed_idle_alert_v1,9.0,9.0
338,  xanim,xanim,walk_backward,25.0,25.0
339,  xanim,xanim,walk_right,23.4,23.4
340,  xanim,xanim,walk_left,24.2,24.2
341,  xanim,xanim,exposed_shoot_auto_v2,7.3,7.3
342,  xanim,xanim,exposed_reloadc,48.4,48.4
343,  xanim,xanim,exposed_shoot_auto_v3,9.2,9.2
344,  xanim,xanim,corner_standr_trans_in_9,30.9,30.9
345,  xanim,xanim,corner_standr_trans_in_8,33.2,33.2
346,  xanim,xanim,corner_standr_trans_in_6,30.5,30.5
347,  xanim,xanim,corner_standr_trans_in_3,29.3,29.3
348,  xanim,xanim,corner_standr_trans_in_1,22.5,22.5
349,  xanim,xanim,corner_standr_trans_in_2,31.8,31.8
350,  xanim,xanim,corner_standr_trans_in_4,25.9,25.9
351,  xanim,xanim,corner_standl_trans_in_8,34.4,34.4
352,  xanim,xanim,corner_standl_trans_in_7,39.9,39.9
353,  xanim,xanim,corner_standl_trans_in_6,22.1,22.1
354,  xanim,xanim,corner_standl_trans_in_3,17.1,17.1
355,  xanim,xanim,corner_standl_trans_in_2,16.4,16.4
356,  xanim,xanim,corner_standl_trans_in_1,19.0,19.0
357,  xanim,xanim,corner_standl_trans_in_4,23.2,23.2
358,  xanim,xanim,corner_standr_trans_out_9,28.3,28.3
359,  xanim,xanim,corner_standr_trans_out_8,29.0,29.0
360,  xanim,xanim,corner_standr_trans_out_6,20.6,20.6
361,  xanim,xanim,corner_standr_trans_out_4,20.5,20.5
362,  xanim,xanim,corner_standr_trans_out_3,23.8,23.8
363,  xanim,xanim,corner_standr_trans_out_2,23.3,23.3
364,  xanim,xanim,corner_standr_trans_out_1,22.5,22.5
365,  xanim,xanim,corner_standl_trans_out_8,18.6,18.6
366,  xanim,xanim,corner_standl_trans_out_7,20.2,20.2
367,  xanim,xanim,corner_standl_trans_out_6,17.6,17.6
368,  xanim,xanim,corner_standl_trans_out_4,18.5,18.5
369,  xanim,xanim,corner_standl_trans_out_3,23.0,23.0
370,  xanim,xanim,corner_standl_trans_out_2,21.9,21.9
371,  xanim,xanim,corner_standl_trans_out_1,19.3,19.3
372,  xanim,xanim,cornercrr_trans_in_f,34.9,34.9
373,  xanim,xanim,cornercrr_trans_in_l,28.8,28.8
374,  xanim,xanim,cornercrr_trans_in_m,28.2,28.2
375,  xanim,xanim,cornercrr_trans_in_mf,28.9,28.9
376,  xanim,xanim,cornercrr_trans_in_ml,32.2,32.2
377,  xanim,xanim,cornercrr_trans_in_mr,30.6,30.6
378,  xanim,xanim,cornercrr_trans_in_r,30.5,30.5
379,  xanim,xanim,cornercrr_trans_out_f,30.8,30.8
380,  xanim,xanim,cornercrr_trans_out_l,33.1,33.1
381,  xanim,xanim,cornercrr_trans_out_m,29.2,29.2
382,  xanim,xanim,cornercrr_trans_out_mf,29.8,29.8
383,  xanim,xanim,cornercrr_trans_out_ml,34.9,34.9
384,  xanim,xanim,cornercrr_trans_out_mr,28.9,28.9
385,  xanim,xanim,cornercrr_trans_out_r,30.6,30.6
386,  xanim,xanim,cornercrl_trans_in_f,37.4,37.4
387,  xanim,xanim,cornercrl_trans_in_l,31.1,31.1
388,  xanim,xanim,cornercrl_trans_in_m,25.8,25.8
389,  xanim,xanim,cornercrl_trans_in_mf,29.6,29.6
390,  xanim,xanim,cornercrl_trans_in_ml,28.4,28.4
391,  xanim,xanim,cornercrl_trans_in_mr,28.1,28.1
392,  xanim,xanim,cornercrl_trans_in_r,27.5,27.5
393,  xanim,xanim,cornercrl_trans_out_f,31.8,31.8
394,  xanim,xanim,cornercrl_trans_out_l,22.3,22.3
395,  xanim,xanim,cornercrl_trans_out_m,22.8,22.8
396,  xanim,xanim,cornercrl_trans_out_mf,22.2,22.2
397,  xanim,xanim,cornercrl_trans_out_ml,22.7,22.7
398,  xanim,xanim,cornercrl_trans_out_mr,21.4,21.4
399,  xanim,xanim,cornercrl_trans_out_r,27.2,27.2
400,  xanim,xanim,corner_standr_alert_twitch07,25.2,25.2
401,  xanim,xanim,corner_standr_alert_twitch06,17.6,17.6
402,  xanim,xanim,corner_standr_alert_twitch05,19.4,19.4
403,  xanim,xanim,corner_standr_alert_twitch04,28.2,28.2
404,  xanim,xanim,corner_standr_alert_twitch03,21.0,21.0
405,  xanim,xanim,corner_standr_alert_twitch02,32.0,32.0
406,  xanim,xanim,corner_standr_alert_twitch01,21.8,21.8
407,  xanim,xanim,corner_standl_alert_twitch07,40.6,40.6
408,  xanim,xanim,corner_standl_alert_twitch06,35.0,35.0
409,  xanim,xanim,corner_standl_alert_twitch05,41.6,41.6
410,  xanim,xanim,corner_standl_alert_twitch04,40.5,40.5
411,  xanim,xanim,corner_standl_alert_twitch03,22.4,22.4
412,  xanim,xanim,corner_standl_alert_twitch02,30.6,30.6
413,  xanim,xanim,corner_standl_alert_twitch01,21.8,21.8
414,  xanim,xanim,clear_left,24.1,24.1
415,  xanim,xanim,door_kick_in,26.2,26.2
416,  xanim,xanim,stack_3_idle,3.4,3.4
417,  xanim,xanim,clear_left_idle,2.3,2.3
418,  xanim,xanim,windowclimb,33.4,33.4
419,  xanim,xanim,exposed_shoot_semi5,15.6,15.6
420,  xanim,xanim,exposed_shoot_semi4,11.6,11.6
421,  xanim,xanim,exposed_shoot_semi3,14.5,14.5
422,  xanim,xanim,exposed_shoot_semi2,6.6,6.6
423,  xanim,xanim,exposed_shoot_semi1,7.4,7.4
424,  xanim,xanim,traverse_wallhop,20.0,20.0
425,  xanim,xanim,traverse_wallhop_3,17.9,17.9
426,  xanim,xanim,ladder_climbdown,9.5,9.5
427,  xanim,xanim,ladder_climbon,13.7,13.7
428,  xanim,xanim,exposed_crouch_shoot_semi5,20.5,20.5
429,  xanim,xanim,exposed_crouch_shoot_semi4,21.6,21.6
430,  xanim,xanim,exposed_crouch_shoot_semi3,16.9,16.9
431,  xanim,xanim,exposed_crouch_shoot_semi2,12.6,12.6
432,  xanim,xanim,exposed_crouch_shoot_semi1,9.6,9.6
433,  xanim,xanim,exposed_crouch_shoot_burst6,20.7,20.7
434,  xanim,xanim,exposed_crouch_shoot_burst5,17.1,17.1
435,  xanim,xanim,exposed_crouch_shoot_burst4,22.5,22.5
436,  xanim,xanim,exposed_crouch_shoot_burst3,18.3,18.3
437,  xanim,xanim,exposed_crouch_shoot_auto_v2,12.4,12.4
438,  xanim,xanim,exposed_crouch_idle_alert_v3,33.7,33.7
