index,type,type,name,usage(KB),total(KB)
65,  xanim,xanim,pb_standmg42gunner_aim_15right_15down,1.8,1.8
66,  xanim,xanim,pb_standmg42gunner_aim_forward_15down,1.8,1.8
67,  xanim,xanim,pb_standmg42gunner_aim_15left_15down,1.8,1.8
68,  xanim,xanim,pb_standmg42gunner_aim_30left_15down,1.8,1.8
69,  xanim,xanim,pb_standmg42gunner_aim_45left_15down,1.8,1.8
70,  xanim,xanim,pb_standmg42gunner_fire_45right_15up,3.4,3.4
71,  xanim,xanim,pb_standmg42gunner_fire_30right_15up,3.2,3.2
72,  xanim,xanim,pb_standmg42gunner_fire_15right_15up,3.1,3.1
73,  xanim,xanim,pb_standmg42gunner_fire_forward_15up,3.3,3.3
74,  xanim,xanim,pb_standmg42gunner_fire_15left_15up,3.0,3.0
75,  xanim,xanim,pb_standmg42gunner_fire_30left_15up,3.1,3.1
76,  xanim,xanim,pb_standmg42gunner_fire_45left_15up,3.1,3.1
77,  xanim,xanim,pb_standmg42gunner_fire_45right_level,3.4,3.4
78,  xanim,xanim,pb_standmg42gunner_fire_30right_level,3.4,3.4
79,  xanim,xanim,pb_standmg42gunner_fire_15right_level,3.0,3.0
80,  xanim,xanim,pb_standmg42gunner_fire_forward_level,3.7,3.7
81,  xanim,xanim,pb_standmg42gunner_fire_15left_level,3.1,3.1
82,  xanim,xanim,pb_standmg42gunner_fire_30left_level,3.2,3.2
83,  xanim,xanim,pb_standmg42gunner_fire_45left_level,3.1,3.1
84,  xanim,xanim,pb_standmg42gunner_fire_45right_15down,3.5,3.5
85,  xanim,xanim,pb_standmg42gunner_fire_30right_15down,3.4,3.4
86,  xanim,xanim,pb_standmg42gunner_fire_15right_15down,3.1,3.1
87,  xanim,xanim,pb_standmg42gunner_fire_forward_15down,3.3,3.3
88,  xanim,xanim,pb_standmg42gunner_fire_15left_15down,3.1,3.1
89,  xanim,xanim,pb_standmg42gunner_fire_30left_15down,3.2,3.2
90,  xanim,xanim,pb_standmg42gunner_fire_45left_15down,3.2,3.2
91,  xanim,xanim,pb_pronemg42gunner_aim_40right_15up,1.4,1.4
92,  xanim,xanim,pb_pronemg42gunner_aim_20right_15up,1.4,1.4
93,  xanim,xanim,pb_pronemg42gunner_aim_forward_15up,1.5,1.5
94,  xanim,xanim,pb_pronemg42gunner_aim_20left_15up,1.3,1.3
95,  xanim,xanim,pb_pronemg42gunner_aim_40left_15up,1.5,1.5
96,  xanim,xanim,pb_pronemg42gunner_aim_40right_level,1.4,1.4
97,  xanim,xanim,pb_pronemg42gunner_aim_20right_level,1.5,1.5
98,  xanim,xanim,pb_pronemg42gunner_aim_forward_level,1.2,1.2
99,  xanim,xanim,pb_pronemg42gunner_aim_20left_level,1.2,1.2
100,  xanim,xanim,pb_pronemg42gunner_aim_40left_level,1.4,1.4
101,  xanim,xanim,pb_pronemg42gunner_aim_40right_15down,1.5,1.5
102,  xanim,xanim,pb_pronemg42gunner_aim_20right_15down,1.5,1.5
103,  xanim,xanim,pb_pronemg42gunner_aim_forward_15down,1.4,1.4
104,  xanim,xanim,pb_pronemg42gunner_aim_20left_15down,1.3,1.3
105,  xanim,xanim,pb_pronemg42gunner_aim_40left_15down,1.5,1.5
106,  xanim,xanim,pb_pronemg42gunner_fire_40right_15up,2.3,2.3
107,  xanim,xanim,pb_pronemg42gunner_fire_20right_15up,2.3,2.3
108,  xanim,xanim,pb_pronemg42gunner_fire_forward_15up,2.3,2.3
109,  xanim,xanim,pb_pronemg42gunner_fire_20left_15up,1.9,1.9
110,  xanim,xanim,pb_pronemg42gunner_fire_40left_15up,2.0,2.0
111,  xanim,xanim,pb_pronemg42gunner_fire_40right_level,1.7,1.7
112,  xanim,xanim,pb_pronemg42gunner_fire_20right_level,2.3,2.3
113,  xanim,xanim,pb_pronemg42gunner_fire_forward_level,2.2,2.2
114,  xanim,xanim,pb_pronemg42gunner_fire_20left_level,1.9,1.9
115,  xanim,xanim,pb_pronemg42gunner_fire_40left_level,2.0,2.0
116,  xanim,xanim,pb_pronemg42gunner_fire_40right_15down,2.1,2.1
117,  xanim,xanim,pb_pronemg42gunner_fire_20right_15down,2.2,2.2
118,  xanim,xanim,pb_pronemg42gunner_fire_forward_15down,2.3,2.3
119,  xanim,xanim,pb_pronemg42gunner_fire_20left_15down,1.9,1.9
120,  xanim,xanim,pb_pronemg42gunner_fire_40left_15down,1.9,1.9
121,  xanim,xanim,pb_prone2crouch,12.5,12.5
122,  xanim,xanim,pb_sprint,20.8,20.8
123,  xanim,xanim,pb_crouch2prone,16.4,16.4
124,  xanim,xanim,pb_prone_grenade_crawl_back,64.1,64.1
125,  xanim,xanim,pb_prone_pistol_crawl_right,11.4,11.4
126,  xanim,xanim,pb_prone_pistol_crawl_left,10.7,10.7
127,  xanim,xanim,pb_prone_crawl_pistol_back,18.9,18.9
128,  xanim,xanim,pb_prone_crawl_pistol,44.1,44.1
129,  xanim,xanim,pb_prone_grenade_crawl_right,31.0,31.0
130,  xanim,xanim,pb_prone_grenade_crawl_left,31.4,31.4
131,  xanim,xanim,pb_prone_aim_grenade,34.3,34.3
132,  xanim,xanim,pb_prone_aim_pistol,80.6,80.6
133,  xanim,xanim,pb_prone_aim,61.4,61.4
134,  xanim,xanim,pb_prone_crawl_back,61.3,61.3
135,  xanim,xanim,pb_prone_crawl_right,30.3,30.3
136,  xanim,xanim,pb_prone_crawl_left,32.2,32.2
137,  xanim,xanim,pb_prone_grenade_crawl,47.0,47.0
138,  xanim,xanim,pb_prone_crawl,44.1,44.1
139,  xanim,xanim,pb_climbup,12.9,12.9
140,  xanim,xanim,pb_climbdown,13.0,13.0
141,  xanim,xanim,pb_combatwalk_right_loop_pistol,29.9,29.9
142,  xanim,xanim,pb_combatwalk_left_loop_pistol,30.5,30.5
143,  xanim,xanim,pb_combatwalk_back_loop_pistol,28.7,28.7
144,  xanim,xanim,pb_combatwalk_forward_loop_pistol,31.3,31.3
145,  xanim,xanim,pb_stand_shoot_walk_forward_unarmed,15.2,15.2
146,  xanim,xanim,pb_stand_shoot_walk_right,22.2,22.2
147,  xanim,xanim,pb_stand_shoot_walk_left,21.7,21.7
148,  xanim,xanim,pb_stand_shoot_walk_back,24.1,24.1
149,  xanim,xanim,pb_stand_shoot_walk_forward,26.5,26.5
150,  xanim,xanim,pb_stand_grenade_throw,22.0,22.0
151,  xanim,xanim,pb_crouch_grenade_throw,31.3,31.3
152,  xanim,xanim,pb_crouch_walk_forward_unarmed,8.2,8.2
153,  xanim,xanim,pb_crouch_shoot_run_right,30.5,30.5
154,  xanim,xanim,pb_crouch_shoot_run_left,28.5,28.5
155,  xanim,xanim,pb_crouch_shoot_run_back,28.5,28.5
156,  xanim,xanim,pb_crouch_shoot_run_forward,29.0,29.0
157,  xanim,xanim,pb_crouch_run_right_grenade,32.8,32.8
158,  xanim,xanim,pb_crouch_run_left_grenade,31.9,31.9
159,  xanim,xanim,pb_crouch_run_back_grenade,39.4,39.4
160,  xanim,xanim,pb_crouch_walk_right_pistol,32.7,32.7
161,  xanim,xanim,pb_crouch_walk_left_pistol,32.8,32.8
162,  xanim,xanim,pb_crouch_walk_back_pistol,33.0,33.0
163,  xanim,xanim,pb_crouch_walk_forward_pistol,31.4,31.4
164,  xanim,xanim,pb_crouch_run_right_pistol,27.1,27.1
165,  xanim,xanim,pb_crouch_run_left_pistol,25.0,25.0
166,  xanim,xanim,pb_crouch_run_back_pistol,33.7,33.7
167,  xanim,xanim,pb_crouch_run_forward_grenade,46.6,46.6
168,  xanim,xanim,pb_crouch_run_forward_pistol,28.1,28.1
169,  xanim,xanim,pb_crouch_run_right,25.1,25.1
170,  xanim,xanim,pb_crouch_run_left,24.5,24.5
171,  xanim,xanim,pb_crouch_run_back,22.9,22.9
172,  xanim,xanim,pb_crouch_run_forward,26.6,26.6
173,  xanim,xanim,pb_combatrun_back_loop_grenade,22.5,22.5
174,  xanim,xanim,pb_combatrun_right_loop_grenade,17.8,17.8
175,  xanim,xanim,pb_combatrun_left_loop_grenade,18.2,18.2
176,  xanim,xanim,pb_combatrun_forward_loop_stickgrenade,26.3,26.3
177,  xanim,xanim,pb_combatrun_right_loop_pistol,25.4,25.4
178,  xanim,xanim,pb_combatrun_left_loop_pistol,23.9,23.9
179,  xanim,xanim,pb_combatrun_back_loop_pistol,24.2,24.2
180,  xanim,xanim,pb_combatrun_right_loop,18.9,18.9
181,  xanim,xanim,pb_combatrun_left_loop,17.6,17.6
182,  xanim,xanim,pb_combatrun_back_loop,23.3,23.3
183,  xanim,xanim,pb_combatrun_forward_loop,22.0,22.0
184,  xanim,xanim,pb_standjump_land_pistol,3.5,3.5
185,  xanim,xanim,pb_standjump_takeoff_pistol,9.3,9.3
186,  xanim,xanim,pb_runjump_land_pistol,6.6,6.6
187,  xanim,xanim,pb_runjump_takeoff_pistol,7.7,7.7
188,  xanim,xanim,pb_standjump_land,8.8,8.8
189,  xanim,xanim,pb_standjump_takeoff,11.0,11.0
190,  xanim,xanim,pb_runjump_land,8.2,8.2
191,  xanim,xanim,pb_runjump_takeoff,11.2,11.2
192,  xanim,xanim,pb_pistol_run_fast,25.5,25.5
193,  xanim,xanim,pb_crouch_bombplant,23.9,23.9
194,  xanim,xanim,pb_stand_bombplant,47.3,47.3
195,  xanim,xanim,pb_prone_bombplant,52.4,52.4
196,  xanim,xanim,pb_chicken_dance_crouch,12.8,12.8
197,  xanim,xanim,pb_crouch_ads_pistol,56.8,56.8
198,  xanim,xanim,pb_crouch_alert_pistol,56.8,56.8
199,  xanim,xanim,pb_crouch_ads,32.3,32.3
200,  xanim,xanim,pb_crouch_alert,32.3,32.3
201,  xanim,xanim,pb_crouch_grenade_pullpin,27.7,27.7
202,  xanim,xanim,pb_rifle_idleb_ads,2.2,2.2
203,  xanim,xanim,pb_rifle_idlea_ads,2.4,2.4
204,  xanim,xanim,pb_stand__shoot_ads_pistol,8.0,8.0
205,  xanim,xanim,pb_stand_ads_pistol,22.3,22.3
206,  xanim,xanim,pb_stand_alert_pistol,22.3,22.3
207,  xanim,xanim,pb_stand_grenade_pullpin,29.9,29.9
208,  xanim,xanim,pb_stand_ads,10.3,10.3
209,  xanim,xanim,pb_stand_alert,120.9,120.9
210,  xanim,xanim,pt_flinch_grenade_back,5.2,5.2
211,  xanim,xanim,pt_flinch_grenade_forward,6.2,6.2
212,  xanim,xanim,pt_flinch_grenade_left,6.4,6.4
213,  xanim,xanim,pt_flinch_grenade_right,6.4,6.4
214,  xanim,xanim,pt_flinch_pistol_right,6.4,6.4
215,  xanim,xanim,pt_flinch_pistol_back,5.0,5.0
216,  xanim,xanim,pt_flinch_pistol_forward,6.4,6.4
217,  xanim,xanim,pt_flinch_pistol_left,6.3,6.3
218,  xanim,xanim,pt_flinch_right,4.5,4.5
219,  xanim,xanim,pt_flinch_left,4.5,4.5
220,  xanim,xanim,pt_flinch_back,4.2,4.2
221,  xanim,xanim,pt_flinch_forward,4.5,4.5
222,  xanim,xanim,pb_crouch_shellshock,45.3,45.3
223,  xanim,xanim,pb_stand_shellshock,44.0,44.0
224,  xanim,xanim,pt_prone_pullout_pose,1.1,1.1
225,  xanim,xanim,pt_stand_pullout_pose,15.0,15.0
226,  xanim,xanim,pt_crouch_pullout_pose,1.0,1.0
227,  xanim,xanim,pt_melee_prone_pistol,16.0,16.0
228,  xanim,xanim,pt_melee_prone,15.9,15.9
229,  xanim,xanim,pt_melee_pistol_4,6.3,6.3
230,  xanim,xanim,pt_melee_pistol_3,7.8,7.8
231,  xanim,xanim,pt_melee_pistol_2,15.3,15.3
232,  xanim,xanim,pt_melee_pistol_1,14.7,14.7
233,  xanim,xanim,pt_melee_crouch_right2left,6.7,6.7
234,  xanim,xanim,pt_melee_crouch_left2right,7.8,7.8
235,  xanim,xanim,pt_melee_crouch_left2left,6.8,6.8
236,  xanim,xanim,pt_melee_left2right,4.8,4.8
237,  xanim,xanim,pt_melee_left2left_1,7.6,7.6
238,  xanim,xanim,pt_melee_right2left,5.9,5.9
239,  xanim,xanim,pt_melee_right2right_2,9.3,9.3
240,  xanim,xanim,pt_melee_right2right_1,8.2,8.2
241,  xanim,xanim,pt_prone_shoot_auto,5.5,5.5
242,  xanim,xanim,pt_prone_shoot_pistol,8.6,8.6
243,  xanim,xanim,pt_prone_shoot,5.5,5.5
244,  xanim,xanim,pt_reload_prone_auto,22.2,22.2
245,  xanim,xanim,pt_reload_stand_auto_mp40,28.6,28.6
246,  xanim,xanim,pt_reload_stand_auto,22.5,22.5
247,  xanim,xanim,pt_reload_prone_rifle,11.5,11.5
248,  xanim,xanim,pt_reload_stand_rifle,22.5,22.5
249,  xanim,xanim,pt_reload_crouch_rifle,28.6,28.6
250,  xanim,xanim,pt_reload_prone_pistol,19.7,19.7
251,  xanim,xanim,pt_reload_stand_pistol,18.7,18.7
252,  xanim,xanim,pt_reload_crouch_pistol,17.4,17.4
253,  xanim,xanim,pt_crouch_rifle_fire,7.6,7.6
254,  xanim,xanim,pt_crouch_rifle_fire_ads,7.4,7.4
255,  xanim,xanim,pt_rifle_fire,5.1,5.1
256,  xanim,xanim,pt_rifle_fire_ads,5.1,5.1
257,  xanim,xanim,pt_rifle_fire_prone,10.0,10.0
258,  xanim,xanim,pt_prone_grenade_throw,18.7,18.7
259,  xanim,xanim,pt_crouch_grenade_throw,15.8,15.8
260,  xanim,xanim,pt_stand_grenade_throw,15.8,15.8
261,  xanim,xanim,pt_crouch_shoot_ads_pistol,7.0,7.0
262,  xanim,xanim,pt_crouch_shoot_pistol,7.0,7.0
263,  xanim,xanim,pt_stand_shoot_pistol,6.2,6.2
264,  xanim,xanim,pt_crouch_shoot_auto_ads,6.6,6.6
265,  xanim,xanim,pt_crouch_shoot_ads,6.8,6.8
266,  xanim,xanim,pt_crouch_shoot_auto,6.6,6.6
267,  xanim,xanim,pt_crouch_shoot,6.8,6.8
268,  xanim,xanim,pt_stand_shoot_auto_ads,4.8,4.8
269,  xanim,xanim,pt_stand_shoot_ads,4.8,4.8
270,  xanim,xanim,pt_stand_shoot_auto,5.1,5.1
271,  xanim,xanim,pt_stand_shoot,5.1,5.1
272,  xanim,xanim,mp_mantle_up_57,14.5,14.5
273,  xanim,xanim,mp_mantle_up_51,13.2,13.2
274,  xanim,xanim,mp_mantle_up_45,13.2,13.2
275,  xanim,xanim,mp_mantle_up_39,12.3,12.3
276,  xanim,xanim,mp_mantle_up_33,8.9,8.9
277,  xanim,xanim,mp_mantle_up_27,5.8,5.8
278,  xanim,xanim,mp_mantle_up_21,5.7,5.7
279,  xanim,xanim,mp_mantle_over_high,12.8,12.8
280,  xanim,xanim,mp_mantle_over_mid,7.4,7.4
281,  xanim,xanim,mp_mantle_over_low,5.8,5.8
282,  xanim,xanim,pb_run_fast,7.5,7.5
283,  xanim,xanim,pb_sprint_gundown,13.3,13.3
284,  xanim,xanim,pb_stand_alert_rpg,26.6,26.6
285,  xanim,xanim,pt_stand_shoot_rpg,8.0,8.0
286,  xanim,xanim,pt_reload_stand_rpg,42.8,42.8
287,  xanim,xanim,pb_combatrun_forward_rpg,23.3,23.3
288,  xanim,xanim,pb_combatrun_back_rpg,21.8,21.8
289,  xanim,xanim,pb_sprint_rpg,18.4,18.4
290,  xanim,xanim,pb_laststand_idle,13.1,13.1
291,  xanim,xanim,pt_laststand_fire,10.2,10.2
292,  xanim,xanim,pb_laststand_death,32.5,32.5
293,  xanim,xanim,pt_laststand_reload,28.4,28.4
294,  xanim,xanim,pb_hold_idle,40.2,40.2
295,  xanim,xanim,pt_hold_setup,17.1,17.1
296,  xanim,xanim,pt_hold_throw,12.3,12.3
297,  xanim,xanim,pb_hold_run,26.7,26.7
298,  xanim,xanim,pb_hold_run_back,23.2,23.2
299,  xanim,xanim,pb_hold_run_right,18.1,18.1
300,  xanim,xanim,pb_hold_run_left,18.5,18.5
301,  xanim,xanim,pb_crouch_alert_rpg,105.1,105.1
302,  xanim,xanim,pb_crouch_ads_rpg,4.2,4.2
303,  xanim,xanim,pb_stand_ads_rpg,11.0,11.0
304,  xanim,xanim,pb_sprint_pistol,16.2,16.2
305,  xanim,xanim,pb_combatrun_left_rpg,21.6,21.6
306,  xanim,xanim,pb_combatrun_right_rpg,21.1,21.1
307,  xanim,xanim,pb_walk_forward_rpg_ads,24.1,24.1
308,  xanim,xanim,pb_walk_back_rpg_ads,26.0,26.0
309,  xanim,xanim,pb_walk_left_rpg_ads,24.1,24.1
310,  xanim,xanim,pb_walk_right_rpg_ads,25.5,25.5
311,  xanim,xanim,pb_crouch_hold_idle,63.3,63.3
312,  xanim,xanim,pb_crouch_hold_run,47.3,47.3
313,  xanim,xanim,pb_crouch_hold_run_back,40.5,40.5
314,  xanim,xanim,pb_crouch_hold_run_left,32.7,32.7
315,  xanim,xanim,pb_crouch_hold_run_right,33.4,33.4
316,  xanim,xanim,pb_prone_aim_rpg,23.0,23.0
317,  xanim,xanim,pt_prone_shoot_rpg,5.0,5.0
318,  xanim,xanim,pt_reload_prone_rpg,24.3,24.3
319,  xanim,xanim,pt_stand_shoot_shotgun,6.1,6.1
320,  xanim,xanim,pb_crouch_run_back_rpg,29.4,29.4
321,  xanim,xanim,pb_crouch_run_forward_rpg,25.9,25.9
322,  xanim,xanim,pb_crouch_run_left_rpg,22.1,22.1
323,  xanim,xanim,pb_crouch_run_right_rpg,21.9,21.9
324,  xanim,xanim,pb_crouch_walk_right_rpg,28.7,28.7
325,  xanim,xanim,pb_crouch_walk_left_rpg,29.5,29.5
326,  xanim,xanim,pb_crouch_walk_forward_rpg,29.8,29.8
327,  xanim,xanim,pb_crouch_walk_back_rpg,35.9,35.9
328,  xanim,xanim,pb_prone2crouchrun,9.8,9.8
329,  xanim,xanim,pb_prone_hold,109.6,109.6
330,  xanim,xanim,pb_prone_crawl_hold,47.0,47.0
331,  xanim,xanim,pb_prone_crawl_back_hold,64.1,64.1
332,  xanim,xanim,pb_prone_crawl_left_hold,31.4,31.4
333,  xanim,xanim,pb_prone_crawl_right_hold,31.0,31.0
334,  xanim,xanim,pt_reload_crouchwalk,27.3,27.3
335,  xanim,xanim,pt_reload_crouchwalk_pistol,18.0,18.0
336,  xanim,xanim,pb_sprint_hold,23.9,23.9
337,  xanim,xanim,pt_hold_prone_throw,15.3,15.3
338,  rawfile,rawfile,mp/playeranim.script,32.1,32.1
339,  rawfile,rawfile,animtrees/multiplayer.atr,17.2,17.2
340,  xanim,xanim,pb_saw_gunner_aim_down_left45,1.5,1.5
341,  xanim,xanim,pb_saw_gunner_aim_down_left30,1.5,1.5
342,  xanim,xanim,pb_saw_gunner_aim_down_left15,1.5,1.5
343,  xanim,xanim,pb_saw_gunner_aim_down_center,1.5,1.5
344,  xanim,xanim,pb_saw_gunner_aim_down_right15,1.5,1.5
345,  xanim,xanim,pb_saw_gunner_aim_down_right30,1.5,1.5
346,  xanim,xanim,pb_saw_gunner_aim_down_right45,1.5,1.5
347,  xanim,xanim,pb_saw_gunner_aim_level_left45,1.5,1.5
348,  xanim,xanim,pb_saw_gunner_aim_level_left30,1.5,1.5
349,  xanim,xanim,pb_saw_gunner_aim_level_left15,1.5,1.5
350,  xanim,xanim,pb_saw_gunner_aim_level_center,1.5,1.5
351,  xanim,xanim,pb_saw_gunner_aim_level_right15,1.5,1.5
352,  xanim,xanim,pb_saw_gunner_aim_level_right30,1.5,1.5
353,  xanim,xanim,pb_saw_gunner_aim_level_right45,1.5,1.5
354,  xanim,xanim,pb_saw_gunner_aim_up_left45,1.5,1.5
355,  xanim,xanim,pb_saw_gunner_aim_up_left30,1.5,1.5
356,  xanim,xanim,pb_saw_gunner_aim_up_left15,1.5,1.5
357,  xanim,xanim,pb_saw_gunner_aim_up_center,1.5,1.5
358,  xanim,xanim,pb_saw_gunner_aim_up_right15,1.5,1.5
359,  xanim,xanim,pb_saw_gunner_aim_up_right30,1.5,1.5
360,  xanim,xanim,pb_saw_gunner_aim_up_right45,1.5,1.5
361,  xanim,xanim,pb_saw_gunner_prone_aim_down_center,1.5,1.5
362,  xanim,xanim,pb_saw_gunner_prone_aim_down_right20,1.5,1.5
363,  xanim,xanim,pb_saw_gunner_prone_aim_down_right40,1.5,1.5
364,  xanim,xanim,pb_saw_gunner_prone_aim_down_left20,1.5,1.5
365,  xanim,xanim,pb_saw_gunner_prone_aim_down_left40,1.5,1.5
366,  xanim,xanim,pb_saw_gunner_prone_aim_up_center,1.5,1.5
367,  xanim,xanim,pb_saw_gunner_prone_aim_up_right20,1.5,1.5
368,  xanim,xanim,pb_saw_gunner_prone_aim_up_right40,1.5,1.5
369,  xanim,xanim,pb_saw_gunner_prone_aim_up_left20,1.5,1.5
370,  xanim,xanim,pb_saw_gunner_prone_aim_up_left40,1.5,1.5
371,  xanim,xanim,pb_saw_gunner_prone_aim_level_center,1.5,1.5
372,  xanim,xanim,pb_saw_gunner_prone_aim_level_right20,1.5,1.5
373,  xanim,xanim,pb_saw_gunner_prone_aim_level_right40,1.5,1.5
374,  xanim,xanim,pb_saw_gunner_prone_aim_level_left20,1.5,1.5
375,  xanim,xanim,pb_saw_gunner_prone_aim_level_left40,1.5,1.5
376,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_left45,1.5,1.5
377,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_left30,1.5,1.5
378,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_left15,1.5,1.5
379,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_center,1.5,1.5
380,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_right15,1.5,1.5
381,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_right30,1.5,1.5
382,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_right45,1.5,1.5
383,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_left45,1.5,1.5
384,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_left30,1.5,1.5
385,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_left15,1.5,1.5
386,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_center,1.5,1.5
387,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_right15,1.5,1.5
388,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_right30,1.5,1.5
389,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_right45,1.5,1.5
390,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_left45,1.5,1.5
391,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_left30,1.5,1.5
392,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_left15,1.5,1.5
393,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_center,1.5,1.5
394,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_right15,1.5,1.5
395,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_right30,1.5,1.5
396,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_right45,1.5,1.5
397,  techset,techset,sm2/effect_zfeather,2.4,2.4
398,  techset,techset,sm2/effect,1.3,1.3
399,  techset,techset,effect_zfeather,2.1,2.1
400,  techset,techset,effect,1.2,1.2
401,  techset,techset,sm2/mc_l_sm_b0c0n0,33.6,33.6
402,  techset,techset,sm2/mc_l_sm_b0c0,25.4,25.4
403,  techset,techset,sm2/mc_l_hsm_b0c0,12.6,12.6
404,  techset,techset,sm2/mc_l_hsm_b0c0n0,14.8,14.8
405,  techset,techset,mc_l_sm_b0c0n0,44.3,44.3
406,  techset,techset,mc_l_sm_b0c0,35.4,35.4
